trial,dist,RT,interstim,NumberofLED
1,0,236,687,2
2,-15,348,425,3
3,45,20,476,2
4,-45,645,699,2
5,0,436,544,1
6,45,311,600,1
7,45,20,656,1
8,-30,437,840,3
9,45,735,550,1
10,30,242,347,3
11,-30,468,752,1
12,15,185,459,2
13,-15,415,590,2
14,-45,124,508,3
15,-45,38,445,2
16,0,269,498,2
17,30,361,509,1
18,-30,264,367,3
19,-45,576,551,3
20,-15,338,496,3
21,15,337,379,1
22,45,530,542,1
23,30,25,338,3
24,30,78,413,1
25,-45,618,568,1
26,-45,199,639,1
27,45,356,649,3
28,-30,498,388,3
29,45,436,619,1
30,-15,411,787,1
31,30,20,391,1
32,-15,401,551,3
33,15,378,592,1
34,0,452,326,2
35,-15,291,730,1
36,0,20,699,3
37,-15,250,688,3
38,-15,367,490,3
39,-30,317,589,2
40,-15,452,604,2
41,-15,20,374,3
42,15,418,707,2
43,15,438,670,1
44,-45,530,557,3
45,30,462,400,1
46,0,51,649,1
47,30,379,655,1
48,-45,634,525,3
49,30,378,622,3
50,-30,414,757,3
51,30,352,405,3
52,-30,20,749,2
53,-15,475,792,1
54,-45,690,652,1
55,-15,439,768,1
56,30,368,624,1
57,15,20,342,3
58,-45,556,492,3
59,0,218,577,1
60,-45,569,314,1
61,-45,469,599,1
62,0,20,699,1
63,15,511,746,3
64,-45,606,724,2
65,0,461,441,2
66,0,394,437,2
67,45,458,703,2
68,45,470,634,2
69,30,483,726,1
70,0,363,456,2
71,0,224,260,2
72,-30,425,401,1
73,-45,532,370,1
74,-15,531,516,1
75,15,20,522,1
76,15,447,335,2
77,0,320,374,3
78,30,305,344,1
79,15,402,235,1
80,-30,364,697,3
81,15,292,593,2
82,45,429,807,2
83,30,432,303,2
84,15,264,467,3
85,15,468,554,1
86,30,396,814,1
87,-15,20,692,2
88,30,457,745,2
89,-45,649,645,2
90,0,290,619,1
91,15,297,420,3
92,0,219,615,1
93,15,20,673,1
94,-45,479,461,1
95,30,20,463,3
96,15,327,612,3
97,30,265,624,1
98,45,20,782,3
99,30,520,603,1
100,45,67,647,3
101,30,465,659,3
102,-15,232,829,3
103,0,497,379,1
104,-45,20,392,1
105,-30,389,280,3
106,-15,433,511,2
107,-30,137,607,2
108,0,315,457,1
109,30,381,388,2
110,30,362,637,3
111,30,467,727,3
112,30,31,600,2
113,-30,438,719,3
114,0,204,769,3
115,-45,136,485,1
116,-45,574,417,3
117,-30,20,377,2
118,-30,598,785,1
119,-45,612,538,1
120,15,338,558,2
121,-30,314,775,3
122,-15,451,840,3
123,-15,441,524,3
124,-15,361,695,3
125,-15,500,723,1
126,0,74,580,1
127,45,20,703,2
128,15,281,594,3
129,45,479,549,2
130,-30,32,348,1
131,45,464,633,1
132,-15,191,573,1
133,0,435,699,1
134,45,458,701,1
135,0,339,744,3
136,45,420,429,1
137,30,323,402,3
138,-45,179,761,3
139,0,337,426,3
140,45,20,381,2
141,0,352,435,1
142,-30,233,643,2
143,15,266,841,1
144,15,261,346,2
145,45,28,408,3
146,0,395,652,3
147,30,371,382,3
148,30,550,428,3
149,-30,298,588,1
150,0,261,363,3
151,-15,58,565,1
152,45,326,431,2
153,-15,357,756,1
154,15,308,703,1
155,-45,523,619,2
156,-30,383,665,3
157,0,307,574,3
158,15,304,361,3
159,30,379,436,3
160,0,20,466,2
161,-30,20,423,3
162,30,567,450,2
163,-30,428,772,3
164,15,307,618,1
165,15,211,633,2
166,0,449,740,3
167,30,333,614,1
168,30,221,387,2
169,15,356,428,1
170,15,325,433,3
171,0,463,351,3
172,-15,340,367,3
173,-45,604,463,3
174,-15,334,478,2
175,-45,169,446,3
176,0,1110,323,2
177,-15,527,640,3
178,15,308,690,1
179,45,400,754,2
180,45,564,555,2
181,-45,577,268,3
182,0,238,448,3
183,-30,215,833,3
184,30,384,355,2
185,45,514,461,2
186,-45,540,492,1
187,-15,267,703,3
188,-45,630,745,1
189,30,20,709,2
190,0,410,769,1
191,-30,538,450,2
192,-30,272,374,1
193,-30,443,715,2
194,0,374,452,2
195,-30,347,432,3
196,-15,384,857,1
197,-15,429,477,1
198,0,419,711,1
199,30,469,660,2
200,-15,283,345,3
201,45,415,485,3
202,-30,452,583,2
203,-45,429,476,1
204,-30,403,463,2
205,0,402,828,1
206,-45,81,547,2
207,45,454,510,3
208,-15,434,489,1
209,30,458,474,3
210,-30,459,404,1
211,30,433,445,1
212,45,361,518,1
213,-15,333,483,1
214,-30,445,443,1
215,-30,304,456,2
216,-30,404,418,1
217,15,316,829,3
218,45,429,376,3
219,15,266,810,3
220,30,463,288,3
