trial, dist, RT, interstim, NumberofLED
1,0,417,635,3
2,0,332,595,1
3,30,385,327,1
4,-45,347,379,3
5,-30,355,668,1
6,-45,321,557,1
7,30,337,715,1
8,45,349,379,3
9,-30,324,326,1
10,-45,287,582,1
11,15,352,489,1
12,-15,339,642,3
13,-30,320,663,1
14,45,276,696,3
15,0,296,541,1
16,-45,409,762,3
17,15,307,700,3
18,-15,391,394,3
19,-45,350,525,3
20,15,355,319,3
21,45,387,408,1
22,45,337,557,3
23,45,345,756,3
24,-30,398,402,1
25,-15,394,511,3
26,15,386,334,1
27,45,346,649,1
28,-30,356,520,3
29,-15,304,588,3
30,45,590,349,3
31,-30,343,622,3
32,-30,368,581,1
33,30,290,378,3
34,-15,360,424,1
35,-15,383,503,3
36,-30,358,333,1
37,0,298,618,3
38,15,396,314,3
39,0,550,784,1
40,0,315,753,1
41,15,354,308,3
42,-15,353,491,3
43,-45,368,352,3
44,-45,373,594,3
45,15,300,690,3
46,-45,379,726,3
47,45,365,716,1
48,30,456,613,3
49,-15,301,774,3
50,30,324,779,3
51,0,439,471,1
52,-30,361,735,3
53,15,438,348,1
54,45,380,555,1
55,-45,373,486,3
56,-15,351,715,3
57,-30,386,729,3
58,-30,334,744,3
59,15,362,504,1
60,-45,314,757,3
61,-45,371,498,3
62,-15,348,676,1
63,-45,426,755,1
64,30,428,744,1
65,-30,337,754,3
66,30,456,581,3
67,-45,355,776,3
68,45,383,527,1
69,-30,409,492,1
70,-15,366,589,1
71,45,421,514,3
72,30,336,485,1
73,15,395,412,3
74,15,401,396,1
75,30,285,786,3
76,-15,346,489,3
77,-45,325,720,1
78,0,349,680,1
79,-45,518,321,1
80,30,437,415,3
81,-45,322,721,1
82,30,354,308,3
83,-45,303,692,1
84,45,340,752,1
85,30,364,529,1
86,0,352,302,1
87,0,316,654,1
88,-15,397,430,3
89,-45,338,622,1
90,-30,345,458,1
91,-15,373,590,3
92,-15,362,457,1
93,45,363,582,3
94,-15,308,792,1
95,15,389,351,1
96,-15,307,448,1
97,45,397,669,1
98,0,341,784,3
99,-45,417,517,3
100,30,359,431,3
101,-30,342,458,3
102,30,382,398,1
103,15,309,773,3
104,45,390,581,1
105,45,387,457,3
106,30,385,782,1
107,0,338,578,1
108,-30,341,710,1
109,-15,346,462,1
110,-30,314,599,1
111,-30,356,557,1
112,0,374,460,3
113,-30,376,559,1
114,30,353,341,3
115,30,369,499,1
116,30,399,536,1
117,0,366,365,1
118,30,402,721,3
119,-45,331,517,1
120,-30,335,792,1
121,-30,370,570,1
122,-30,341,495,1
123,-45,340,606,1
124,-30,376,388,3
125,30,358,730,3
126,0,351,653,1
127,45,431,475,1
128,-30,344,708,3
129,45,340,407,1
130,0,316,311,3
131,30,312,566,3
132,0,314,786,3
133,-45,460,731,3
134,45,359,481,3
135,-15,361,543,1
136,30,354,684,1
137,0,294,781,3
138,-30,381,381,1
139,30,427,347,1
140,45,338,397,1
141,45,494,680,3
142,30,377,685,1
143,-15,360,585,3
144,45,326,764,3
145,45,376,444,3
146,0,312,770,1
147,-30,332,556,3
148,45,358,462,1
149,0,337,482,1
150,30,309,603,3
151,15,346,588,3
152,-45,583,723,1
153,-15,378,682,1
154,30,444,723,1
155,-30,357,797,1
156,30,446,481,1
157,45,351,561,3
158,-45,348,698,3
159,-30,375,301,1
160,30,339,499,3
161,0,338,745,3
162,-15,309,341,1
163,-30,357,464,3
164,30,319,383,3
165,30,318,416,1
166,-45,451,377,1
167,-45,403,621,1
168,45,468,730,3
169,-15,651,332,1
170,45,377,617,1
171,-45,317,440,3
172,-30,459,653,1
173,-15,353,590,1
174,0,352,648,3
175,30,353,446,3
176,-30,403,310,1
177,15,533,625,1
178,-45,385,377,1
179,45,453,775,1
180,45,423,430,3
181,-45,420,382,3
182,0,341,342,3
183,45,352,544,1
184,-30,382,691,1
185,-45,457,501,3
186,-30,349,568,1
187,15,325,506,3
188,45,366,300,3
189,15,369,416,1
190,30,359,614,1
191,-45,350,684,3
192,15,369,305,3
193,-45,275,752,1
194,0,280,523,3
195,-30,277,691,1
196,30,295,687,3
197,45,368,577,1
198,0,321,595,1
199,15,571,777,1
200,15,382,784,1
