trial,dist,RT,interstim,NumberofLED
1,30,216,644,1
2,-15,201,423,1
3,-45,186,402,1
4,15,183,426,1
5,-30,163,389,1
6,0,136,547,1
7,-15,162,530,1
8,-30,114,505,1
9,15,42,663,1
10,30,185,644,1
11,0,193,492,1
12,45,212,318,1
13,30,155,759,1
14,-15,188,611,1
15,45,121,755,1
16,30,310,724,1
17,15,99,766,1
18,30,163,787,1
19,30,218,576,1
20,-30,234,535,1
21,45,188,786,1
22,45,273,333,1
23,-45,218,496,1
24,-45,269,420,1
25,45,235,344,1
26,0,207,634,1
27,-45,211,594,1
28,-30,202,445,1
29,45,193,484,1
30,-30,202,420,1
31,45,225,619,1
32,-45,187,497,1
33,-45,224,305,1
34,-45,230,434,1
35,-30,158,768,1
36,-30,221,708,1
37,-30,270,325,1
38,-45,193,781,1
39,45,261,352,1
40,-45,206,507,1
41,30,298,575,1
42,15,258,622,1
43,15,218,647,1
44,0,266,676,1
45,45,223,418,1
46,-30,204,435,1
47,30,346,522,1
48,45,209,574,1
49,-30,85,677,1
50,-45,212,481,1
51,-15,182,717,1
52,-30,207,382,1
53,15,271,385,1
54,-30,218,534,1
55,30,204,652,1
56,-30,225,757,1
57,-30,200,735,1
58,45,245,739,1
59,15,277,679,1
60,-15,232,484,1
61,30,182,581,1
62,15,220,433,1
63,-30,162,630,1
64,30,206,401,1
65,-15,191,375,1
66,45,209,521,1
67,45,167,684,1
68,45,209,515,1
69,45,190,613,1
70,-15,215,689,1
71,-45,251,354,1
72,0,288,578,1
73,15,195,525,1
74,0,167,771,1
75,0,154,733,1
76,30,241,311,1
77,30,12,786,1
78,15,184,664,1
79,30,300,388,1
80,0,205,602,1
81,0,145,645,1
82,15,165,700,1
83,0,214,315,1
84,-45,205,625,1
85,-15,205,495,1
86,45,162,647,1
87,-15,190,692,1
88,30,205,472,1
89,45,207,515,1
90,15,193,519,1
91,-45,157,733,1
92,-15,179,717,1
93,-30,197,628,1
94,-30,210,430,1
95,-45,191,443,1
96,0,203,465,1
97,-30,187,431,1
98,30,215,401,1
99,0,133,647,1
100,-30,164,568,1
101,45,195,592,1
102,45,227,316,1
103,-15,185,404,1
104,0,201,554,1
105,-30,177,745,1
106,-45,369,647,1
107,45,208,546,1
108,30,189,658,1
109,0,151,749,1
110,-45,177,714,1
111,-15,217,341,1
112,0,186,743,1
113,30,278,345,1
114,0,187,471,1
115,-15,154,613,1
116,-15,202,706,1
117,-15,196,498,1
118,15,197,415,1
119,30,208,326,1
120,30,184,422,1
121,-15,172,721,1
122,0,221,312,1
123,30,185,336,1
124,-30,158,566,1
125,45,165,476,1
126,0,172,509,1
127,-45,291,792,1
128,0,178,692,1
129,45,247,351,1
130,-45,204,319,1
131,-15,194,754,1
132,-15,229,498,1
133,15,202,738,1
134,0,228,460,1
135,-15,183,482,1
136,0,185,345,1
137,30,195,584,1
138,45,214,552,1
139,-45,203,590,1
140,15,208,618,1
141,-15,204,655,1
142,-45,406,691,1
143,0,178,752,1
144,45,206,754,1
145,45,265,426,1
146,-30,203,708,1
147,30,187,631,1
148,-45,215,753,1
149,-30,220,525,1
150,0,189,509,1
151,-45,179,794,1
152,-30,201,425,1
153,15,308,613,1
154,15,199,382,1
155,0,185,555,1
156,-15,222,565,1
157,-15,205,473,1
158,30,208,506,1
159,45,216,382,1
160,-45,325,473,1
161,15,225,432,1
162,0,196,411,1
163,-45,216,570,1
164,-30,159,673,1
165,45,236,379,1
166,-30,188,606,1
167,15,212,576,1
168,0,261,457,1
169,30,187,691,1
170,0,260,326,1
171,45,175,680,1
172,45,198,779,1
173,30,204,544,1
174,-15,213,397,1
175,0,185,670,1
176,45,267,379,1
177,0,223,746,1
178,-30,206,459,1
179,45,203,386,1
180,15,219,416,1
181,-30,153,758,1
182,-15,230,380,1
183,30,187,399,1
184,-15,160,669,1
185,30,198,548,1
186,45,180,645,1
187,15,165,749,1
188,15,227,681,1
189,-45,280,329,1
190,15,335,418,1
191,-15,227,491,1
192,15,185,606,1
193,15,155,751,1
194,-30,224,721,1
195,15,312,418,1
196,15,162,736,1
197,-30,204,539,1
198,30,199,408,1
199,-15,196,499,1
200,-30,180,661,1
