trial, dist, RT, interstim, NumberofLED
1, -45, 374, 460, 3
2, 45, 497, 762, 3
3, 15, 371, 521, 2
4, -45, 443, 535, 3
5, 45, 0, 455,2
6, -30, 0, 393,1
7, -15, 339, 685, 2
8, 0, 326, 300, 3
9, -15, 615, 413, 3
10, 0, 363, 484, 1
11, 15, 380, 445, 2
12, 0, 442, 614, 3
13, -15, 361, 540, 3
14, 0, 366, 494, 1
15, -30, 357, 362, 1
16, 45, 326, 431, 3
17, -45, 421, 379, 2
18, -30, 390, 333, 1
19, 45, 306, 648, 3
20, 0, 438, 653, 1
21, 30, 349, 739, 3
22, 45, 364, 633, 2
23, -30, 340, 713, 1
24, 45, 461, 724, 2
25, -30, 333, 665, 1
26, -45, 476, 748, 3
27, 30, 565, 317, 2
28, -30, 448, 611, 3
29, 30, 309, 397, 1
30, 30, 296, 395, 3
31, 30, 379, 304, 1
32, 0, 302, 795, 2
33, 45, 473, 448, 2
34, -15, 341, 441, 1
35, -15, 291, 757, 1
36, 30, 0, 441,1
37, 30, 407, 679, 2
38, 45, 370, 332, 2
39, -30, 0, 761,3
40, 45, 0, 660,1
41, -15, 387, 602, 3
42, -30, 0, 761,2
43, -15, 400, 408, 1
44, -15, 313, 720, 2
45, 0, 366, 581, 1
46, -15, 369, 671, 1
47, 30, 467, 499, 3
48, -30, 449, 719, 2
49, -30, 565, 549, 3
50, 45, 431, 362, 1
51, 45, 0, 788,2
52, 15, 328, 495, 3
53, 0, 351, 564, 1
54, -15, 346, 345, 1
55, 15, 0, 631,3
56, -30, 322, 746, 3
57, -30, 407, 460, 1
58, -30, 379, 628, 3
59, -30, 375, 551, 2
60, -45, 0, 723,2
61, -15, 330, 696, 1
62, -45, 371, 582, 1
63, 15, 371, 354, 1
64, 30, 460, 331, 2
65, 45, 397, 584, 2
66, -45, 504, 495, 2
67, 45, 0, 418,1
68, 30, 459, 798, 3
69, 30, 0, 779,3
70, -30, 0, 675,2
71, -15, 361, 747, 3
72, 45, 355, 381, 3
73, 45, 0, 652,1
74, 15, 327, 771, 1
75, 30, 420, 528, 3
76, -30, 469, 425, 3
77, -15, 357, 555, 1
78, 45, 0, 414,2
79, -30, 455, 563, 3
80, -15, 440, 657, 2
81, -15, 348, 602, 1
82, 45, 0, 598,1
83, -45, 0, 467,2
84, -15, 0, 682, 2
85, -30, 328, 769, 3
86, -15, 371, 694, 2
87, -15, 0, 761,3
88, 15, 0, 642,3
89, -15, 347, 690, 3
90, -15, 294, 693, 1
91, 15, 467, 693, 1
92, 45, 0, 586, 2
93, -15, 433, 675, 1
94, 30, 358, 571, 1
95, 45, 569, 736, 3
96, 0, 323, 363, 3
97, 0, 310, 424, 2
98, -15, 495, 647, 2
99, 45, 303, 724, 3
100, 15, 326, 733, 2
101, -45, 380, 632, 1
102, -15, 330, 600, 2
103, 30, 388, 758, 2
104, -45, 388, 572, 3
105, 0, 0, 590,3
106, 15, 404, 631, 2
107, -30, 339, 392, 1
108, -15, 423, 343, 2
109, 30, 398, 403, 2
110, -45, 432, 379, 1
111, -30, 408, 714, 2
112, 15, 306, 477, 1
113, 30, 376, 738, 1
114, 0, 345, 548, 2
115, 45, 271, 535, 3
116, 0, 0, 467,3
117, -30, 345, 666, 1
118, 15, 0, 723,3
119, 30, 0, 342,2
120, 45, 540, 490, 3
121, -15, 300, 435, 1
122, -45, 292, 772, 1
123, 0, 396, 313, 1
124, 45, 0, 400,2
125, -30, 395, 470, 1
126, -30, 427, 324, 2
127, 30, 0, 433,3
128, -15, 336, 632, 2
129, 45, 468, 745, 1
130, 15, 373, 530, 2
131, 45, 0, 681,2
132, -45, 334, 386, 1
133, 30, 338, 525, 1
134, 45, 0, 366,2
135, -45, 330, 670, 1
136, -45, 399, 738, 3
137, 30, 411, 780, 2
138, 15, 354, 547, 2
139, -15, 356, 579, 2
140, -15, 360, 460, 3
141, -15, 312, 727, 2
142, -45, 0, 321,2
143, -45, 400, 664, 2
144, 45, 0, 747,2
145, 30, 0, 613,1
146, 45, 0, 420,2
147, 15, 0, 379,3
148, 45, 339, 680, 3
149, 15, 342, 429, 1
150, -45, 350, 463, 1
151, 15, 405, 690, 2
152, 15, 294, 426, 2
153, 30, 505, 710, 3
