trial,dist,RT,interstim,NumberofLED
1,-45,824,388,1
2,-30,410,785,3
3,-15,381,362,2
4,0,415,512,1
5,15,365,334,3
6,-45,572,620,2
7,45,366,665,3
8,0,391,792,3
9,-45,473,717,2
10,-15,481,400,2
11,45,0,568,2
12,-15,426,794,2
13,45,906,654,2
14,45,492,792,2
15,-45,606,709,3
16,-45,555,735,3
17,-30,353,439,2
18,15,488,395,1
19,-45,436,681,3
20,-45,395,366,3
21,-30,445,509,1
22,-45,377,778,3
23,45,0,352,2
24,0,415,727,3
25,30,0,442,3
26,-45,431,348,1
27,15,0,404,3
28,-45,0,476,2
29,-45,383,788,2
30,0,443,739,3
31,-45,465,328,2
32,45,0,732,2
33,15,388,591,2
34,15,0,449,3
35,-30,443,431,1
36,-30,393,500,1
37,0,424,670,3
38,-30,0,390,2
39,30,321,746,3
40,-45,389,422,3
41,30,290,672,3
42,0,0,772,3
43,15,481,401,2
44,0,341,417,2
45,-30,455,404,2
46,30,303,675,3
47,45,347,316,3
48,30,617,590,2
49,-45,347,619,1
50,-15,396,305,3
51,15,461,320,1
52,0,328,584,2
53,45,483,709,2
54,45,577,748,1
55,-15,440,656,3
56,30,420,704,1
57,45,333,618,3
58,-15,455,580,1
59,-15,653,798,1
60,15,453,701,3
61,30,633,797,2
62,-30,487,526,2
63,30,442,648,1
64,15,459,428,2
65,-30,520,410,2
66,15,377,475,3
67,-15,412,772,1
68,-45,342,747,1
69,-30,554,664,3
70,30,427,316,3
71,45,468,439,1
72,-45,0,549,3
73,45,458,483,1
74,-30,452,477,1
75,-30,435,452,1
76,-45,460,584,1
77,30,341,792,3
78,15,378,630,1
79,15,601,321,3
80,0,532,455,3
81,-15,427,798,3
82,-30,0,374,2
83,15,445,483,2
84,-30,399,698,3
85,-45,436,394,3
86,-45,0,522,1
87,15,486,751,2
88,45,485,453,1
89,-15,376,693,1
90,30,491,99,2
491,15,539,608,1
92,45,591,594,2
93,30,601,660,3
94,-15,573,408,1
95,30,0,412,2
96,0,416,492,1
97,45,439,622,3
98,-30,438,564,1
99,-30,460,537,2
100,-30,356,519,1
101,0,573,560,2
102,-15,404,462,3
103,-45,462,357,3
104,0,287,700,2
105,15,0,492,3
106,-15,471,564,2
107,0,407,354,1
108,-30,425,465,1
109,30,0,725,2
110,-15,437,400,2
111,-45,0,501,3
112,-15,348,684,3
113,-30,509,391,1
114,-45,483,714,2
115,45,0,564,2
116,-45,492,313,3
117,-15,377,455,2
118,0,428,436,1
119,-30,435,517,1
120,-30,497,538,1
121,-45,783,345,2
122,15,439,795,1
123,-45,612,385,2
124,45,501,476,3
125,30,449,767,1
126,45,0,682,2
127,45,445,309,2
128,0,414,760,1
129,30,359,546,3
130,-45,518,466,3
131,15,399,706,2
132,0,347,543,1
133,-45,493,616,1
134,-15,483,328,2
135,30,0,570,2
136,45,387,391,2
137,-15,410,356,2
138,45,437,414,3
139,0,500,782,3
140,-15,399,545,2
141,15,553,368,2
142,30,520,567,3
143,-45,505,446,3
144,45,357,739,3
145,-45,0,551,1
146,-45,826,416,2
147,45,556,426,1
148,-45,462,793,2
149,-30,474,673,1
150,30,0,303,2
151,15,542,542,3
152,45,431,545,3
153,-45,611,703,2
154,-30,538,533,2
155,-15,521,394,3
156,-45,453,722,3
157,30,811,444,2
158,0,356,720,2
159,-30,487,630,3
160,30,593,528,3
161,-45,438,303,3
162,-45,455,350,3
163,-30,500,700,2
164,-45,469,356,3
165,45,459,505,2
166,45,591,429,3
167,-15,389,648,3
168,30,529,631,3
169,30,518,700,3
170,-30,435,761,3
171,15,534,452,3
172,45,461,600,1
173,-30,0,607,2
174,30,529,393,1
175,-30,428,397,2
176,15,371,676,3
177,-30,531,643,2
178,45,423,562,1
179,45,502,302,1
180,0,327,671,2
181,45,644,554,2
182,45,526,430,2
183,-45,0,509,2
184,45,643,354,2
185,0,377,548,2
186,0,309,419,2
187,-45,658,638,3
188,-15,502,684,1
189,-30,393,662,1
190,15,417,615,3
191,30,536,513,3
192,-15,433,417,3
193,-30,449,792,1
194,-45,388,589,3
195,-15,434,705,2
196,-15,494,552,3
197,-15,592,722,2
198,15,555,304,1
199,30,416,507,3
200,30,402,475,3
201,-15,737,561,2
202,-30,512,499,3
203,-45,513,633,3
204,-30,469,355,1
205,0,413,367,1
206,30,610,427,2
207,15,572,595,1
208,-45,454,780,1
209,-15,510,657,1
210,45,456,466,1
211,45,400,744,3
212,-45,693,591,2
213,-30,774,579,3
214,-45,516,747,2
215,45,492,474,3
216,45,478,714,2
217,15,514,417,2
218,-30,687,535,2
219,-15,501,725,1
220,15,680,566,3
221,0,425,302,2
222,0,390,358,1
223,-30,508,700,1
