trial,dist,RT,interstim,NumberofLED
1,-15,635,748,3
2,0,473,448,3
3,0,316,629,2
4,0,337,625,1
5,0,294,493,1
6,-30,278,677,3
7,0,326,541,3
8,-15,365,470,3
9,-45,374,516,1
10,0,406,751,2
11,0,0,774,1
12,15,442,454,2
13,-15,364,485,1
14,0,453,401,3
15,-30,0,407,3
16,-15,605,629,1
17,30,566,794,1
18,-15,486,305,2
19,45,536,350,1
20,15,318,592,2
21,15,342,715,2
22,-45,516,680,2
23,-45,388,547,3
24,45,408,714,2
25,-30,461,624,2
26,30,532,391,2
27,0,406,609,1
28,-45,499,390,2
29,-30,313,594,2
30,30,0,364,3
31,-45,385,656,2
32,-15,379,562,3
33,30,396,447,1
34,45,416,392,3
35,-30,398,393,3
36,-45,342,457,1
37,30,425,407,3
38,-30,413,475,2
39,-45,273,457,1
40,-15,314,530,2
41,-45,508,766,3
42,45,374,788,2
43,0,224,787,1
44,30,378,559,1
45,-30,409,705,1
46,-15,327,431,1
47,15,316,660,2
48,0,307,763,2
49,-15,284,592,3
50,45,0,342,2
51,0,344,703,3
52,30,681,792,2
53,15,356,370,3
54,0,344,580,3
55,-30,0,572,3
56,-30,368,470,3
57,-30,482,591,2
58,-30,552,346,1
59,30,407,712,2
60,15,363,462,3
61,45,690,626,2
62,-30,280,392,1
63,30,386,639,1
64,-30,860,527,2
65,-45,0,474,2
66,15,467,618,3
67,-45,576,515,3
68,45,452,405,1
69,-30,509,470,3
70,-45,462,626,3
71,45,447,643,2
72,0,269,554,2
73,0,595,675,1
74,45,545,624,2
75,45,505,522,3
76,-30,310,774,3
77,-15,367,760,1
78,-15,292,576,2
79,-30,662,544,2
80,0,448,478,1
81,-45,344,697,1
82,0,309,606,1
83,-30,0,403,3
84,-15,390,489,2
85,0,348,586,3
86,-30,531,365,2
87,-30,345,719,1
88,0,328,452,3
89,30,673,318,3
90,-15,451,387,1
91,-15,445,561,2
92,15,335,356,2
93,45,532,552,1
94,-15,583,790,3
95,-45,468,773,3
96,30,533,724,3
97,-15,453,326,1
98,0,417,425,1
99,15,411,332,3
100,-15,353,490,2
101,-45,428,411,2
102,15,435,553,3
103,-45,464,545,3
104,45,430,534,3
105,0,595,469,3
106,45,441,302,3
107,30,445,617,2
108,0,496,342,3
109,-15,376,766,3
110,30,496,724,1
111,30,384,456,2
112,45,407,427,2
113,30,391,693,3
114,0,319,509,2
115,-45,468,434,2
116,-45,470,346,2
117,15,424,637,3
118,30,0,714,3
119,-45,390,377,3
120,-15,387,367,1
121,-30,358,584,2
122,0,356,346,2
123,30,395,327,1
124,0,471,415,3
125,45,0,659,3
126,15,293,560,1
127,30,411,446,3
128,-45,353,758,2
129,45,348,487,1
130,15,338,553,1
131,45,436,751,1
132,-45,476,670,3
133,-30,380,663,2
134,-15,336,436,1
135,0,359,501,1
136,-15,470,546,2
137,-45,418,614,1
138,-15,0,788,2
139,30,322,450,2
140,30,376,566,2
141,15,432,635,2
142,15,270,617,2
143,-45,0,368,1
144,15,294,796,1
145,-45,402,598,1
146,15,0,436,3
147,30,811,555,2
148,30,0,338,3
149,-30,378,660,3
150,30,295,491,1
151,-45,245,653,1
152,-15,0,478,1
153,15,291,796,3
154,30,433,316,2
155,0,338,429,1
156,45,539,505,2
157,0,375,458,1
158,-30,523,497,2
159,0,448,594,3
160,-15,433,626,3
161,-30,466,317,2
162,15,649,417,2
163,-15,565,673,2
164,45,309,508,1
165,15,340,663,3
166,-15,352,736,3
167,0,359,305,3
168,0,404,340,3
169,0,308,698,2
170,30,368,302,2
171,0,381,733,3
172,0,332,364,3
173,-15,437,491,1
174,-30,526,500,2
175,45,0,762,1
176,30,428,669,3
177,30,434,526,1
178,15,393,523,2
179,-45,454,475,1
180,15,361,645,2
181,-30,473,404,1
182,-15,469,579,3
183,15,445,347,3
184,30,475,379,1
185,-30,685,704,3
186,30,374,628,1
187,-15,391,634,2
188,0,674,347,3
189,30,517,596,3
190,-30,799,732,3
191,15,289,741,2
192,0,341,733,2
193,-15,388,700,2
194,-45,437,509,3
195,-45,0,681,2
196,45,361,546,1
197,-30,376,383,1
198,-30,294,333,2
199,-15,298,559,1
200,-30,354,564,1
201,15,283,621,2
202,15,292,771,3
203,30,384,699,1
204,15,326,369,2
205,15,0,337,2
206,45,0,763,3
207,-45,386,558,2
208,-45,436,653,3
209,45,358,687,2
210,-45,335,490,2
211,-15,425,739,3
212,45,482,587,3
213,15,374,698,2
214,30,343,668,1
215,45,0,417,2
216,30,407,606,1
217,-30,381,425,2
218,-45,588,676,2
219,0,375,539,2
