trial, dist, RT, interstim, NumberofLED
1, 45, 0, 380, 1
2, 30, 335, 773, 1
3, -15, 713, 720, 1
4, -30, 306, 343, 1
5, -45, 459, 625, 1
6, 15, 248, 369, 1
7, 0, 134, 704, 1
8, 45, 244, 766, 1
9, 15, 472, 516, 1
10, 45, 373, 431, 1
11, 30, 201, 680, 1
12, 30, 258, 340, 1
13, 0, 193, 694, 1
14, 30, 0, 520, 1
15, 30, 176, 621, 1
16, 45, 523, 543, 1
17, -15, 898, 667, 1
18, -30, 572, 750, 1
19, -30, 329, 494, 1
20, -45, 266, 622, 1
21, 0, 363, 474, 1
22, 45, 357, 780, 1
23, 0, 0, 481, 1
24, 15, 329, 616, 1
25, 30, 272, 413, 1
26, 45, 415, 472, 1
27, -45, 339, 555, 1
28, -30, 436, 575, 1
29, -30, 438, 626, 1
30, 45, 617, 667, 1
31, 30, 249, 526, 1
32, -30, 222, 305, 1
33, 0, 317, 733, 1
34, 15, 356, 406, 1
35, 0, 399, 518, 1
36, -45, 372, 423, 1
37, 45, 405, 615, 1
38, 30, 295, 577, 1
39, -15, 339, 422, 1
40, 45, 283, 689, 1
41, -15, 787, 320, 1
42, -30, 153, 566, 1
43, 45, 338, 456, 1
44, 15, 220, 647, 1
45, -30, 257, 678, 1
46, 15, 488, 550, 1
47, 15, 342, 614, 1
48, -45, 42, 700, 1
49, -15, 361, 336, 1
50, 15, 320, 604, 1
51, 30, 368, 492, 1
52, 15, 344, 371, 1
53, -15, 0, 375, 1
54, 15, 389, 349, 1
55, -45, 370, 383, 1
56, -30, 342, 448, 1
57, -30, 71, 688, 1
58, 30, 0, 477, 1
59, 30, 203, 603, 1
60, -30, 245, 587, 1
61, 30, 310, 709, 1
62, -45, 384, 337, 1
63, 15, 265, 587, 1
64, -15, 265, 534, 1
65, -30, 0, 392, 1
66, -45, 501, 419, 1
67, -45, 196, 689, 1
68, 45, 440, 324, 1
69, 30, 397, 302, 1
70, 30, 313, 598, 1
71, 15, 422, 429, 1
72, 0, 418, 513, 1
73, -30, 859, 576, 1
74, -30, 363, 624, 1
75, 0, 208, 759, 1
76, -45, 310, 355, 1
77, 0, 189, 651, 1
78, 30, 398, 723, 1
79, -45, 414, 394, 1
80, -30, 332, 588, 1
81, 45, 285, 611, 1
82, 45, 349, 402, 1
83, -15, 199, 707, 1
84, 45, 391, 603, 1
85, -45, 367, 340, 1
86, -45, 428, 459, 1
87, -30, 424, 710, 1
88, 45, 368, 792, 1
89, 30, 558, 668, 1
90, 30, 791, 529, 1
91, 15, 533, 334, 1
92, 45, 396, 594, 1
93, -45, 293, 793, 1
94, -15, 325, 572, 1
95, 30, 412, 712, 1
96, 15, 450, 520, 1
97, -45, 503, 312, 1
98, 15, 391, 417, 1
99, 15, 375, 486, 1
100, -30, 839, 467, 1
101, -15, 0, 638, 1
102, 0, 293, 474, 1
103, -45, 422, 547, 1
104, -45, 397, 423, 1
105, -45, 293, 659, 1
106, -45, 0, 417, 1
107, -30, 0, 309, 1
108, 0, 602, 565, 1
109, 30, 309, 427, 1
110, 15, 233, 554, 1
111, -15, 256, 349, 1
112, -45, 384, 748, 1
113, 30, 569, 626, 1
114, 0, 394, 663, 1
115, -30, 801, 778, 1
116, 0, 297, 515, 1
117, -30, 294, 473, 1
118, 30, 270, 330, 1
119, -30, 332, 762, 1
120, 0, 369, 503, 1
121, -30, 581, 512, 1
122, 0, 300, 766, 1
123, -30, 183, 781, 1
124, 30, 393, 583, 1
125, 15, 394, 647, 1
126, 45, 307, 543, 1
127, -30, 449, 728, 1
128, 45, 276, 638, 1
129, 45, 10, 775, 1
130, 30, 304, 475, 1
131, -45, 465, 752, 1
132, 0, 386, 446, 1
133, -15, 431, 737, 1
134, -45, 511, 542, 1
135, 30, 264, 377, 1
136, 15, 186, 479, 1
137, 45, 280, 653, 1
138, 0, 473, 425, 1
139, 0, 208, 781, 1
140, -15, 332, 750, 1
141, 0, 488, 426, 1
142, 0, 682, 524, 1
143, -30, 349, 545, 1
144, 0, 250, 782, 1
145, 45, 392, 325, 1
146, -30, 0, 360, 1
147, 30, 217, 698, 1
148, 15, 288, 545, 1
149, 45, 324, 615, 1
150, -45, 328, 546, 1
151, -45, 274, 651, 1
152, -30, 337, 627, 1
153, -45, 593, 784, 1
154, 30, 634, 338, 1
155, 0, 351, 471, 1
156, 0, 275, 574, 1
157, 30, 304, 463, 1
158, -45, 679, 500, 1
159, 45, 265, 739, 1
160, 45, 285, 526, 1
161, 15, 405, 522, 1
162, 45, 0, 415, 1
163, 45, 441, 570, 1
164, -15, 548, 514, 1
165, 0, 208, 735, 1
166, 45, 0, 428, 1
167, 30, 280, 611, 1
168, 45, 0, 379, 1
169, 0, 567, 431, 1
170, 30, 292, 310, 1
171, -15, 315, 382, 1
172, 15, 338, 669, 1
173, 30, 299, 793, 1
174, -30, 283, 799, 1
175, 0, 390, 447, 1
176, 45, 322, 337, 1
177, 45, 230, 668, 1
178, -30, 422, 335, 1
179, 15, 179, 612, 1
180, -15, 434, 402, 1
181, 0, 565, 571, 1
182, -15, 224, 346, 1
183, -45, 230, 629, 1
184, 45, 329, 309, 1
185, -15, 252, 603, 1
186, 0, 199, 467, 1
187, 0, 297, 388, 1
188, 15, 321, 625, 1
189, 0, 294, 458, 1
190, -15, 309, 696, 1
191, 0, 398, 491, 1
192, -30, 414, 524, 1
193, -30, 298, 766, 1
194, -45, 302, 413, 1
195, -30, 259, 711, 1
196, 30, 252, 374, 1
197, 45, 285, 435, 1
198, -45, 316, 456, 1
199, -15, 280, 539, 1
200, 15, 196, 312, 1
201, -15, 280, 687, 1
202, 45, 246, 521, 1
203, -45, 307, 584, 1
204, 30, 542, 727, 1
205, -30, 249, 401, 1
206, 45, 299, 378, 1
207, 15, 250, 643, 1
208, 0, 391, 477, 1
209, 30, 249, 670, 1
210, 15, 522, 360, 1
211, 0, 987, 586, 1
212, 45, 221, 741, 1
213, 15, 237, 682, 1
