trial,dist,RT,interstim,NumberofLED
1,-30,228,442,1
2,15,202,751,1
3,-30,219,722,1
4,0,195,382,1
5,-45,364,409,1
6,-30,349,355,1
7,-30,311,635,1
8,30,338,723,1
9,45,496,475,1
10,0,241,746,1
11,-15,296,362,1
12,0,213,778,1
13,15,209,727,1
14,15,511,442,1
15,-30,371,462,1
16,-15,230,795,1
17,-45,463,406,1
18,30,314,363,1
19,45,142,499,1
20,-30,354,569,1
21,30,407,582,1
22,-45,311,519,1
23,-30,360,309,1
24,-30,255,300,1
25,0,216,573,1
26,15,280,406,1
27,-15,448,344,1
28,-45,299,491,1
29,-30,310,792,1
30,-15,304,409,1
31,45,491,422,1
32,15,416,480,1
33,30,246,685,1
34,-45,281,631,1
35,-45,310,427,1
36,0,120,522,1
37,-15,225,412,1
38,0,125,646,1
39,-45,380,618,1
40,-15,283,426,1
41,45,295,308,1
42,45,449,535,1
43,-15,251,665,1
44,45,330,737,1
45,30,274,383,1
46,30,324,442,1
47,45,356,734,1
48,-15,359,359,1
49,0,215,433,1
50,0,234,456,1
51,45,286,411,1
52,30,201,461,1
53,-15,202,549,1
54,0,311,473,1
55,-15,303,491,1
56,-45,281,380,1
57,30,341,572,1
58,-30,222,674,1
59,-30,265,548,1
60,0,211,750,1
61,0,254,477,1
62,45,267,523,1
63,-15,230,459,1
64,-45,238,369,1
65,-15,271,374,1
66,0,237,433,1
67,-15,281,745,1
68,30,562,610,1
69,30,421,463,1
70,45,344,773,1
71,0,365,379,1
72,15,331,453,1
73,-45,344,579,1
74,0,146,633,1
75,-45,319,730,1
76,-30,327,425,1
77,-15,431,539,1
78,0,229,491,1
79,-30,289,508,1
80,0,276,726,1
81,-30,362,513,1
82,30,357,505,1
83,-30,325,455,1
84,0,197,644,1
85,-45,389,338,1
86,-45,665,408,1
87,45,584,388,1
88,0,241,735,1
89,-15,284,680,1
90,-45,311,685,1
91,-45,555,676,1
92,30,473,345,1
93,0,305,500,1
94,-30,249,342,1
95,-15,264,683,1
96,15,273,454,1
97,-30,389,578,1
98,-15,203,734,1
99,45,282,697,1
100,-15,288,424,1
101,15,181,739,1
102,15,220,703,1
103,30,274,438,1
104,-30,288,338,1
105,-45,420,722,1
106,-15,374,500,1
107,-45,245,726,1
108,30,309,405,1
109,15,211,319,1
110,30,225,599,1
111,-30,254,616,1
112,-15,233,751,1
113,-15,300,798,1
114,-15,232,396,1
115,0,304,706,1
116,-45,291,713,1
117,45,314,533,1
118,0,239,379,1
119,15,290,425,1
120,30,338,547,1
121,0,324,303,1
122,45,420,632,1
123,-45,444,341,1
124,0,332,530,1
125,30,361,682,1
126,-30,421,680,1
127,30,278,775,1
128,-45,323,439,1
129,-45,316,335,1
130,30,298,542,1
131,-15,339,580,1
132,-15,301,682,1
133,45,445,334,1
134,0,299,409,1
135,30,245,616,1
136,0,223,653,1
137,15,321,534,1
138,15,328,730,1
139,0,294,731,1
140,0,263,778,1
141,-30,251,318,1
142,45,292,562,1
143,-45,422,531,1
144,45,301,663,1
145,45,323,412,1
146,-45,319,741,1
147,15,344,311,1
148,-45,353,328,1
149,-30,382,795,1
150,30,311,566,1
151,-45,399,693,1
152,-30,325,389,1
153,30,293,795,1
154,30,377,397,1
155,-30,322,646,1
156,0,281,730,1
157,30,349,505,1
158,0,216,566,1
159,-30,356,354,1
160,-15,187,313,1
161,-45,381,326,1
162,-15,235,422,1
163,15,246,532,1
164,-30,251,311,1
165,-30,287,496,1
166,-45,226,625,1
167,-45,272,345,1
168,-45,249,756,1
169,-30,259,779,1
170,45,378,520,1
171,-15,266,482,1
172,45,275,566,1
173,15,229,798,1
174,30,424,380,1
175,45,378,708,1
176,45,353,532,1
177,-45,449,519,1
178,-30,341,705,1
179,30,419,602,1
180,45,354,785,1
181,-15,361,402,1
182,-15,337,616,1
183,30,243,745,1
184,15,252,485,1
185,-15,319,348,1
186,45,534,661,1
187,15,438,695,1
188,-15,398,710,1
189,15,343,622,1
190,-15,395,548,1
191,15,431,323,1
192,15,355,644,1
193,30,417,748,1
194,0,263,785,1
195,-30,208,629,1
196,-30,194,732,1
197,30,311,395,1
198,15,338,777,1
199,0,272,664,1
200,15,369,702,1
