trial,dist,RT,interstim,NumberofLED
1,15,283,375,2
2,0,317,562,1
3,0,274,338,2
4,-45,369,525,1
5,-15,447,521,2
6,-30,359,514,2
7,30,331,311,1
8,-15,311,346,2
9,0,329,353,1
10,-30,417,362,1
11,-45,361,460,1
12,0,273,393,2
13,-15,342,366,1
14,0,314,429,2
15,30,411,514,2
16,-45,352,567,1
17,-45,409,605,1
18,30,384,678,2
19,45,302,450,2
20,0,279,654,2
21,0,311,790,2
22,-15,297,617,1
23,0,264,703,2
24,45,531,427,2
25,15,314,504,1
26,15,319,385,1
27,-30,461,392,1
28,15,259,646,1
29,-15,362,462,1
30,-45,417,387,2
31,30,291,379,1
32,15,0,626,1
33,30,439,780,2
34,15,322,523,2
35,-45,551,610,2
36,45,569,497,2
37,45,433,651,2
38,-30,381,688,1
39,15,336,317,1
40,45,0,674,2
41,15,473,393,1
42,0,281,661,1
43,-45,319,782,1
44,0,291,475,2
45,-30,389,606,1
46,-15,276,454,2
47,-45,354,431,2
48,45,263,412,2
49,0,288,514,2
50,-45,465,329,2
51,45,313,579,2
52,45,369,373,1
53,-15,324,491,2
54,-30,414,504,2
55,-45,436,756,2
56,15,373,390,2
57,45,371,599,2
58,0,305,601,2
59,-45,363,713,1
60,15,376,626,1
61,30,304,705,2
62,-30,282,502,2
63,-30,351,375,1
64,-15,368,764,1
65,45,715,470,1
66,-45,327,397,1
67,-30,469,541,1
68,15,364,314,1
69,-45,462,455,2
70,-15,437,652,2
71,15,346,684,1
72,-15,452,685,1
73,0,273,373,1
74,30,335,753,2
75,30,355,514,2
76,15,307,505,2
77,0,261,452,1
78,-15,313,724,1
79,30,361,302,1
80,-45,336,348,1
81,30,362,766,2
82,30,507,766,2
83,-45,381,714,2
84,-15,329,679,1
85,-15,252,404,2
86,30,286,340,2
87,15,274,712,1
88,0,268,752,2
89,30,252,577,1
90,30,363,742,1
91,-15,329,757,1
92,15,359,472,2
93,-45,413,315,2
94,45,471,654,2
95,-15,383,709,2
96,-15,567,366,2
97,15,279,401,2
98,0,316,697,1
99,15,314,578,2
100,-30,328,668,1
101,30,349,713,1
102,0,349,795,1
103,15,385,600,1
104,45,0,425,1
105,30,373,790,1
106,15,342,506,1
107,15,356,477,2
108,15,308,374,2
109,-45,352,780,2
110,45,331,760,1
111,45,414,376,2
112,15,253,734,1
113,30,341,646,1
114,-15,316,782,1
115,-45,327,378,1
116,-15,317,319,2
117,45,339,330,2
118,-15,346,433,1
119,-30,367,468,2
120,30,294,648,2
121,-45,416,612,2
122,30,341,365,1
123,-45,263,519,1
124,-45,441,409,2
125,-30,363,691,1
126,0,415,600,1
127,0,349,532,1
128,-45,536,345,2
129,30,632,773,2
130,-30,461,512,1
131,15,388,667,1
132,-45,514,745,1
133,-15,274,772,2
134,30,339,773,2
135,45,356,310,1
136,-45,303,493,1
137,-15,384,692,1
138,-15,329,331,2
139,-15,319,698,1
140,-30,334,646,2
141,-30,316,340,2
142,-45,425,396,1
143,-15,0,525,1
144,30,273,510,1
145,-45,296,742,2
146,15,347,606,1
147,-15,333,580,1
148,-15,324,393,2
149,-15,352,766,1
150,30,435,315,2
151,45,0,725,1
152,-45,363,685,1
153,-45,399,660,1
154,0,521,742,1
155,-30,0,687,2
156,30,273,660,2
157,0,232,448,1
158,45,364,569,1
159,0,323,588,2
160,30,337,746,1
161,30,329,533,1
162,-30,374,623,2
163,15,254,797,2
164,30,0,781,2
165,45,437,578,1
166,45,386,793,2
167,0,0,391,2
168,30,281,772,1
169,0,334,340,2
170,0,300,438,1
171,-15,0,698,1
172,-45,346,523,2
173,45,424,653,2
174,-30,353,438,2
175,15,353,340,1
176,-30,323,377,2
177,-15,304,395,1
178,15,353,646,1
179,30,442,304,1
180,-45,541,464,2
181,15,336,716,1
182,-45,357,735,2
183,45,288,406,1
184,-15,266,496,1
185,0,292,616,2
186,-30,269,356,2
187,45,357,431,1
188,0,278,709,2
189,15,323,642,1
190,0,261,689,2
191,30,379,779,1
192,0,317,422,1
193,15,314,588,1
194,45,329,310,2
195,30,326,629,1
196,45,297,346,1
197,-15,313,754,1
198,0,418,554,1
199,-15,511,370,2
200,0,309,666,2
201,0,337,389,1
202,30,272,538,1
203,-45,434,391,2
204,15,321,662,1
205,-15,389,411,2
206,30,459,713,2
207,0,439,597,2
208,15,321,434,1
209,15,446,378,1
