trial,dist,RT,interstim,NumberofLED
1,30,299,644,1
2,-15,288,423,3
3,-45,229,402,1
4,15,315,426,3
5,-30,176,389,1
6,0,0,547,3
7,-15,248,530,3
8,-30,185,505,1
9,15,0,663,1
10,30,265,644,1
11,0,220,492,1
12,45,256,62,1
13,30,0,759,1
14,-15,0,611,3
15,45,0,243,3
16,30,380,724,1
17,15,366,766,1
18,30,355,787,3
19,30,423,576,1
20,-30,356,535,3
21,45,258,18,1
22,45,366,77,3
23,-45,400,496,3
24,-45,236,420,1
25,45,364,88,3
26,0,562,634,3
27,-45,375,594,1
28,-30,354,445,3
29,45,266,228,1
30,-30,0,420,1
31,45,384,107,3
32,-45,412,497,3
33,-45,376,305,3
34,-45,337,434,3
35,-30,201,768,1
36,-30,253,708,1
37,-30,250,325,1
38,-45,470,781,3
39,45,322,96,1
40,-45,259,507,3
41,30,330,575,3
42,15,303,622,1
43,15,250,647,1
44,0,0,676,3
45,45,302,162,3
46,-30,306,435,3
47,30,243,522,3
48,45,330,62,1
49,-30,393,677,3
50,-45,349,481,3
51,-15,329,717,3
52,-30,366,382,1
53,15,368,385,3
54,-30,233,534,1
55,30,203,652,3
56,-30,0,757,3
57,-30,289,735,3
58,45,267,227,3
59,15,450,679,3
60,-15,324,484,1
61,30,339,581,3
62,15,387,433,1
63,-30,271,630,1
64,30,461,401,1
65,-15,271,375,1
66,45,0,9,1
67,45,270,172,1
68,45,694,3,1
69,45,267,101,1
70,-15,303,689,1
71,-45,499,354,1
72,0,230,578,1
73,15,282,525,1
74,0,508,771,3
75,0,330,733,3
76,30,394,311,3
77,30,390,786,3
78,15,439,664,1
79,30,286,388,1
80,0,429,602,3
81,0,398,645,3
82,15,408,700,1
83,0,444,315,3
84,-45,211,625,1
85,-15,364,495,3
86,45,398,135,1
87,-15,434,692,3
88,30,465,472,1
89,45,0,3,3
90,15,441,519,1
91,-45,336,733,1
92,-15,434,717,3
93,-30,491,628,3
94,-30,331,430,1
95,-45,412,443,3
96,0,305,465,1
97,-30,351,431,1
98,30,438,401,1
99,0,392,647,1
100,-30,385,568,3
101,45,481,80,1
102,45,327,60,1
103,-15,276,404,1
104,0,190,554,1
105,-30,433,745,3
106,-45,0,647,3
107,45,341,34,1
108,30,360,658,3
109,0,352,749,3
110,-45,431,714,1
111,-15,269,341,1
112,0,293,743,1
113,30,244,345,1
114,0,0,471,3
115,-15,313,613,1
116,-15,282,706,1
117,-15,261,498,1
118,15,300,415,3
119,30,0,326,1
120,30,335,422,1
121,-15,429,721,3
122,0,375,312,3
123,30,345,336,1
124,-30,279,566,1
125,45,359,220,3
126,0,440,509,3
127,-45,259,792,1
128,0,323,692,3
129,45,440,95,1
130,-45,339,319,1
131,-15,502,754,3
132,-15,355,498,3
133,15,461,738,1
134,0,322,460,3
135,-15,379,482,3
136,0,531,345,3
137,30,392,584,3
138,45,439,40,1
139,-45,409,590,3
140,15,440,618,1
141,-15,474,655,3
142,-45,305,691,1
143,0,331,752,1
144,45,437,242,3
145,45,0,170,1
146,-30,457,708,3
147,30,453,631,3
148,-45,305,753,1
149,-30,481,525,3
150,0,415,509,1
151,-45,277,794,1
152,-30,288,425,1
153,15,382,613,1
154,15,396,382,3
155,0,308,555,1
156,-15,488,565,1
157,-15,350,473,1
158,30,449,506,1
159,45,433,126,1
160,-45,320,473,3
161,15,309,432,3
162,0,295,411,3
163,-45,295,570,1
164,-30,390,673,3
165,45,330,123,1
166,-30,285,606,1
167,15,355,576,3
168,0,295,457,3
169,30,311,691,3
170,0,418,326,3
171,45,392,168,3
172,45,409,11,3
173,30,315,544,1
174,-15,433,397,3
175,0,269,670,3
176,45,342,123,1
177,0,348,746,1
178,-30,391,459,1
179,45,356,130,3
180,15,330,416,1
181,-30,462,758,3
182,-15,336,380,1
183,30,320,399,3
184,-15,324,669,1
185,30,423,548,3
186,45,282,133,1
187,15,0,749,1
188,15,354,681,3
189,-45,268,329,1
190,15,308,418,1
191,-15,410,491,3
192,15,553,606,1
193,15,266,751,1
194,-30,242,721,1
195,15,409,418,3
196,15,398,736,1
197,-30,418,539,3
198,30,636,408,3
199,-15,318,499,1
200,-30,417,661,3
201,30,367,525,1
202,15,549,668,3
203,30,0,560,1
204,45,323,78,1
205,0,285,529,1
206,45,619,96,3
207,30,426,666,3
208,-30,528,331,3
209,-15,425,489,3
210,-45,478,747,3
211,-45,423,574,1
212,30,494,402,3
213,0,640,797,1
214,-30,286,366,1
215,45,324,191,1
216,30,419,523,1
